Dummy row 1
Dummy row 2
Date,Open,High,Low,Close,Volume
2023-02-03,397.9164533247474,403.11772760470126,397.43306396049513,398.6512145996094,94736800
2023-02-06,396.17625487954547,397.6264229410593,394.54239650327366,396.21490478515625,60295300
2023-02-07,395.2867720714591,402.6536204805971,394.02997165922136,401.3968200683594,90990700
2023-02-08,399.40525096323563,400.7587351134148,396.3115476167617,397.00762939453125,76227500
2023-02-09,400.6427758498083,400.7974639865983,392.32847289575335,393.5659484863281,78694900
2023-02-10,392.3767750859999,394.8710805655183,391.5550368231773,394.484375,70769700
2023-02-13,395.1418183270479,399.25062808158475,394.6777538981279,399.1152648925781,64913500
2023-02-14,397.578065797823,401.26149030908425,394.9387788116209,398.93157958984375,88389300
2023-02-15,396.717669682825,400.3044106179049,395.86689965424887,400.2270812988281,61555700
2023-02-16,395.2094972725008,399.19262104018924,394.5810969797095,394.7164306640625,76431500
2023-02-17,392.5701698812489,393.97201084530985,390.6269351871185,393.7303161621094,89257800
2023-02-21,389.6698388747305,390.7333013957311,385.5707064342329,385.83172607421875,82655900
2023-02-22,386.24744262042213,387.8039717782475,383.8304957013582,385.3000183105469,83742300
2023-02-23,388.2196126624289,388.8383651288731,383.0860206513499,387.3495178222656,96242400
2023-02-24,382.2836317020923,384.0528236727956,380.5627668630159,383.21173095703125,108194400
2023-02-27,386.5857978345967,387.9586365836898,383.5694529816539,384.51690673828125,80444700
2023-02-28,384.0335407455385,386.0154254190155,382.98940315369714,383.09576416015625,96438600
2023-03-01,382.2739754241372,383.511450999788,380.31141581188444,381.626220703125,99706800
2023-03-02,379.63468887638265,385.44503885619656,379.2963103985092,384.5942687988281,85127800
2023-03-03,386.43108905800466,391.01363995863846,385.77368665158235,390.76226806640625,90120000
2023-03-06,391.59367761576857,393.91396996237825,390.58824906956335,391.032958984375,72795900
2023-03-07,390.9846530099192,391.2263476837906,384.4202174065238,385.0389404296875,108310600
2023-03-08,385.154966885639,386.4310923018348,383.41474758470093,385.6673583984375,74746600
2023-03-09,386.4600917151125,388.14230664435127,377.5560685265944,378.5518493652344,111945300
2023-03-10,378.00079187237594,380.09871461859655,371.552394509817,373.0895690917969,189253000
2023-03-13,369.1258084161372,377.42078697815566,368.00434147635104,372.557861328125,157790000
2023-03-14,377.527159927047,380.3791694795966,374.191760925167,378.71630859375,149752400
2023-03-15,373.0702914062518,376.55067154027694,370.9626911648723,376.34765625,172996900
2023-03-16,373.9693310207148,383.29873925578954,373.4569395073944,382.95068359375,143254200
2023-03-17,381.60761578657866,382.7527614817433,377.0755149668933,378.4729919433594,140553400
2023-03-20,379.2590639980232,382.52956760041235,378.5506409735536,382.11224365234375,93055800
2023-03-21,385.50888227437815,387.61481186760136,383.89790107388626,387.12957763671875,91524200
2023-03-22,386.9548598944108,390.60380078936583,380.49153706201895,380.53033447265625,111746600
2023-03-23,383.42233414739775,387.4983130352313,378.822323678022,381.5590515136719,119351300
2023-03-24,380.268331243496,384.1502048122736,377.900385997234,384.0628662109375,107682400
2023-03-27,386.36287408760825,387.1392665762463,383.87847735665684,384.781005859375,74010400
2023-03-28,384.0823214642444,384.78105999415146,382.06375994248475,383.9173583984375,62871700
2023-03-29,388.1193889922909,389.74008412156735,386.9063035895323,389.4974670410156,77497900
2023-03-30,392.1566045137155,392.40893579573674,389.89542598659796,391.77813720703125,69840000
2023-03-31,392.70978323761483,397.600952726272,392.6030163030725,397.30010986328125,112062600
2023-04-03,396.776005825987,399.22157549858946,396.3781102334782,398.8139953613281,67391100
2023-04-04,399.4642129941079,399.75537129479324,395.21355650468024,396.6013488769531,66601500
2023-04-05,395.86380062270194,396.6304790133016,393.89375079598193,395.5629577636719,65200200
2023-04-06,394.75738019371727,397.3873706135789,393.6995732994333,397.1059265136719,63743300
2023-04-10,394.602144584938,397.5912038623676,393.98106020522437,397.5135498046875,63681000
2023-04-11,398.1443920612367,399.0372064417564,396.8439679043257,397.6203308105469,59297900
2023-04-12,399.70683032555564,399.99798862640296,395.4076622584617,395.9996337890625,86420400
2023-04-13,397.09626466658324,401.6186510996425,395.9414048667764,401.25958251953125,85814800
2023-04-14,400.6190582913906,402.8317250612592,397.95027018834827,400.2793884277344,78161500
2023-04-17,400.19202532024826,401.73506642955937,398.9498270275507,401.7156677246094,66436400
2023-04-18,403.30725918530067,403.4431389820466,400.5899594138446,401.97772216796875,63560000
2023-04-19,400.0464777139592,402.8220030713363,399.988251980332,401.9097900390625,55227300
2023-04-20,399.0663563050463,401.48284308614257,398.15411351667814,399.7165832519531,75840400
2023-04-21,400.017385447822,400.49290550238106,398.05704987661363,400.027099609375,73457400
2023-04-24,399.82325248521954,400.8713749052698,398.47431685747074,400.4443664550781,64332100
2023-04-25,398.45490691915677,399.017795182354,394.02957333694803,394.0877990722656,97766700
2023-04-26,394.7088998740794,395.7958197187947,391.8557204735294,392.4185791015625,80447000
2023-04-27,394.9806581410436,400.5026259767458,394.7283268674572,400.23089599609375,92968400
2023-04-28,399.3380295865616,403.6566257822549,399.2798038522851,403.64691162109375,89433100
2023-05-01,403.200522335213,405.28702354957994,403.00641680145253,403.2393493652344,62122300
2023-05-02,402.5212094915716,402.5697506864298,395.7764711795363,398.707275390625,103998500
2023-05-03,399.21185026970943,401.6477353300267,395.72787241200416,395.9704895019531,91531800
2023-05-04,394.9126942901624,395.242649988346,391.81689776102417,393.1658630371094,94901900
2023-05-05,396.83422295022166,401.50217341967084,396.57220715338116,400.4443664550781,87891800
2023-05-08,400.77430480210404,401.0363205876059,399.1342109658293,400.55108642578125,50046800
2023-05-09,398.98872224726796,399.9203637219375,398.5617137346385,398.79461669921875,49220100
2023-05-10,401.6574486554975,402.2979613255918,396.795392705803,400.6578674316406,96142900
2023-05-11,399.78449026719835,400.25029616925275,397.8629520721835,399.95916748046875,70157100
2023-05-12,401.2110935391288,401.4245977901843,396.9895497120096,399.43511962890625,70481500
2023-05-15,400.0465235019948,401.22078208633735,398.11530067751465,400.8132019042969,54289400
2023-05-16,399.697083393987,400.6287543406979,398.12492939388517,398.1346435546875,57705500
2023-05-17,400.17266700485845,403.5789910888455,398.5131742656675,402.9676208496094,87287000
2023-05-18,402.64734245136754,407.27649577976723,402.42415366872075,406.8494873046875,97177200
2023-05-19,407.7617205962154,408.2954663695949,405.0249926007152,406.2574768066406,103793300
2023-05-22,406.2769210091644,407.975240775284,405.0250084318478,406.4224853515625,60745400
2023-05-23,404.76298894516435,406.35457150099717,401.4634019684637,401.8612976074219,86383500
2023-05-24,400.24062982048616,400.6288112952955,397.77563155010745,398.94989013671875,89213700
2023-05-25,402.4920322006636,403.870110282688,400.2308539864733,402.4046936035156,90961600
2023-05-26,403.06462030120923,408.34397067169243,402.9869958617954,407.6161193847656,93830000
2023-05-30,409.5667958829626,410.100541680163,406.3739464123829,407.77142333984375,72216000
2023-05-31,405.927548238156,406.8397909643,403.9283855701419,405.51025390625,110811800
2023-06-01,405.7431486299385,410.4305278046026,404.4815514979341,409.3630065917969,88865000
2023-06-02,411.9638523391995,416.07862904316585,411.4301065443092,415.2828674316406,91426200
2023-06-05,415.6322367555618,416.9326609564331,413.77863841672615,414.4870910644531,65460200
2023-06-06,414.0697950169166,415.9233637317422,413.4098539490666,415.3896179199219,64022200
2023-06-07,415.7875077033556,416.9326533736374,413.52629961547433,413.95330810546875,85373300
2023-06-08,414.0212679011985,416.9132747012552,413.2449049455442,416.4571533203125,61952800
2023-06-09,417.2625714359286,419.2326210393688,416.204764468204,417.204345703125,85742800
2023-06-12,418.1942119222304,421.06678979116367,417.46636069887506,420.9891357421875,76104300
2023-06-13,422.46431587318267,424.4149372405874,421.79469030014434,423.7647399902344,95899700
2023-06-14,424.10447662654343,426.093925336183,420.7854611065032,424.2694396972656,100612100
2023-06-15,423.4444714620379,430.7909244884486,423.3474483133907,429.5293273925781,110303100
2023-06-16,431.5339523095055,432.10865200218734,427.5889672468764,428.0662536621094,114165800
2023-06-20,426.10844732609047,427.00457826328125,423.7511764713073,425.8454284667969,76160400
2023-06-21,424.8518533909859,425.660321225166,423.0692824403501,423.6634826660156,76982300
2023-06-22,422.6991540726303,425.29991334389166,422.35822244522035,425.1927795410156,70637200
2023-06-23,421.7055626566452,423.7803436206902,421.257497245002,421.9783020019531,92074500
2023-06-26,421.4036108524512,423.3420073200014,420.0106930865871,420.25421142578125,72823600
2023-06-27,421.1406353061942,425.48499429390307,420.6828196247155,424.8616027832031,72813700
2023-06-28,423.77058230253635,426.0986317858107,423.1471908408459,425.07586669921875,75636000
2023-06-29,424.65702987977147,426.9168872953884,424.2479356997483,426.75128173828125,67882300
2023-06-30,429.99490966568123,432.78074496852855,429.6734488375943,431.7872009277344,104964000
2023-07-03,431.4365880280361,432.5664869725604,431.154098428725,432.2840270996094,32793400
2023-07-05,430.4527122131005,432.3813879439363,430.442961968195,431.6410827636719,58418400
2023-07-06,428.02730979734434,428.68967251820936,425.72848131279824,428.2610778808594,80658300
2023-07-07,427.257782599794,431.1638261025001,426.9363217593201,427.1798400878906,86134200
2023-07-10,426.81943867101324,428.4364039434957,426.24473898146636,428.2610778808594,62443500
2023-07-11,429.0306276136978,431.4852818040741,428.0468039977766,430.9884948730469,64463800
2023-07-12,434.81657831783224,435.8783146077755,433.37493918651154,434.4561462402344,91924500
2023-07-13,436.2874839995263,438.70319681100347,435.8491687911927,437.9044494628906,72425200
2023-07-14,438.8005526873744,439.65771222475354,436.86212659849105,437.63165283203125,69815800
2023-07-17,437.4855575360118,440.2129509574791,437.4368360339106,439.1512145996094,52680200
2023-07-18,438.8200347136693,443.06698015944903,438.3816898250766,442.41436767578125,80668200
2023-07-19,443.21314755271635,444.59631513490996,442.33645771102164,443.3982238769531,65891700
2023-07-20,442.3948774694611,443.3007584912939,439.7356466966679,440.4564514160156,70591600
2023-07-21,442.1903006763833,442.3948774694611,440.4467308970769,440.4564514160156,71275600
2023-07-24,441.61563576284726,443.242351358419,440.5733701302625,442.42413330078125,54023400
2023-07-25,442.1514076693892,444.8982720458587,442.10268616391835,443.6319885253906,55191200
2023-07-26,442.687120179267,445.1417743398263,441.6253837862583,443.7001647949219,71052900
2023-07-27,447.11915133944154,447.52827523786544,439.8428220155656,440.7584533691406,92194400
2023-07-28,444.06056379051773,445.9112972112307,440.758440863608,445.0736083984375,80011800
2023-07-31,445.55092888526013,446.2814839539918,444.2261735695851,445.92108154296875,62040400
2023-08-01,444.4404122184633,445.395014750363,443.68063623637426,444.6449890136719,55291500
2023-08-02,441.49872922522655,441.7617183183118,437.69984924886916,438.4596252441406,93933400
2023-08-03,436.4238172019124,439.10251882323183,435.77117500002953,437.20306396484375,64276100
2023-08-04,439.03430756147105,441.15778016598955,434.6996695985168,435.2256774902344,100128900
2023-08-07,437.0764200595727,439.180421944819,436.37508609782395,439.0245666503906,58357500
2023-08-08,436.46274478186683,439.01484176057045,433.725601227127,437.1153869628906,71361300
2023-08-09,437.3881970093164,437.55380257425924,433.4237109611811,434.1932373046875,78789600
2023-08-10,436.56991547990276,439.98892228140517,433.1704091693041,434.3490295410156,93005500
2023-08-11,432.4593585380865,435.11858955978454,431.8554378003375,434.0957946777344,68690900
2023-08-14,433.1704706410424,436.4920349121094,432.85876000592805,436.4920349121094,47867400
2023-08-15,434.6996914970112,435.06012359694716,430.83261921259293,431.4073486328125,75707500
2023-08-16,430.988471829921,432.663879125434,428.13444414336124,428.2416076660156,80107200
2023-08-17,429.72218687393826,429.985175967292,424.45244667677787,424.97845458984375,95711300
2023-08-18,422.1341595983843,426.2252795266079,421.7835074638071,425.1830139160156,98852000
2023-08-21,426.2057413682997,428.69936652611307,424.03357703179853,427.9493408203125,68719000
2023-08-22,429.7416631589512,429.7416631589512,426.22527271805467,426.79022216796875,64994200
2023-08-23,427.8617052164373,432.16712236446233,427.71560016391174,431.543701171875,68441000
2023-08-24,433.1606876122368,433.6769453072907,425.5336765078008,425.56292724609375,88517300
2023-08-25,427.30645595419304,429.8585231713777,423.7218734464887,428.5630187988281,102325100
2023-08-28,430.77419402814417,431.904122695043,428.5630581982546,431.2807312011719,61595400
2023-08-29,431.1735437614665,437.7972600904608,430.98846745487197,437.5147705078125,83081900
2023-08-30,437.85572346311113,439.95972547776927,437.14463921223677,439.31683349609375,69053900
2023-08-31,439.940264297416,441.0896638250759,438.4889043807329,438.6739807128906,66084600
2023-09-01,441.42077161310766,441.9078082202678,438.02123588120827,439.4920959472656,58944100
2023-09-05,439.0440407038739,439.36547179240625,437.5244888326453,437.5926513671875,55166200
2023-09-06,436.7744736941856,436.8816372178162,432.30348069233634,434.6510009765625,70758500
2023-09-07,431.6216205062252,433.998361817896,431.2709683748438,433.3165283203125,70355400
2023-09-08,433.3651955346585,435.5178891561439,433.0047931779344,433.9691162109375,61659700
2023-09-11,436.61863486064624,437.13489255414964,434.8945357090652,436.8232116699219,60180100
2023-09-12,435.36207268757624,436.90109541972345,433.8425207199116,434.42694091796875,67565400
2023-09-13,434.650982103864,436.1023417850181,433.54052429112454,434.9334716796875,60199300
2023-09-14,437.42712158053337,439.3849887784533,436.1121166273065,438.68365478515625,83430800
2023-09-15,437.0835139914859,437.41586356710224,432.9584236346242,433.3982849121094,111848900
2023-09-18,433.0854632297016,434.9622941238854,432.6064932410341,433.6524353027344,55752200
2023-09-19,432.7237887086443,433.3200848648617,430.0454229029599,432.75311279296875,66514600
2023-09-20,434.0238779369196,434.44419974165896,428.5693597886313,428.774658203125,82562600
2023-09-21,425.9008067661384,426.1647235334535,421.53133907551444,421.687744140625,104095800
2023-09-22,422.7239056596787,424.3367900267685,420.3192113205974,420.73956298828125,100829700
2023-09-25,419.51767406424574,422.54792899068275,419.0777829523611,422.50885009765625,70874500
2023-09-26,419.439432018477,420.15302449578013,415.4609622919606,416.3016357421875,96168400
2023-09-27,417.48439133556235,418.0513633643946,412.7923592127114,416.4677734375,104705800
2023-09-28,415.9106261692443,420.5733343253754,415.3143300435596,418.8822326660156,92258300
2023-09-29,421.96142773266575,422.13737223678123,416.33096495125204,417.86566162109375,115111300
2023-10-02,417.0249791415545,418.9604581386107,414.91355564418797,417.699462890625,83798600
2023-10-03,415.5001128606303,417.758157023375,410.7298625636954,412.108154296875,103760600
2023-10-04,412.5773245188018,415.86174118597603,411.10127604748675,415.10906982421875,87453000
2023-10-05,414.8158321329541,415.8031260717147,411.6976049113953,414.95269775390625,70142700
2023-10-06,412.47961126039746,421.4336002614177,411.14042825750295,419.8793640136719,113273300
2023-10-09,417.9633844028283,423.14420123252046,417.40622681216456,422.5674743652344,80374400
2023-10-10,423.2028250552407,427.38656313538394,422.80204271332445,424.766845703125,78607300
2023-10-11,425.8421063481672,426.7609375172326,423.43741232724693,426.5068054199219,62451700
2023-10-12,427.1226911247353,427.50390423107496,421.53133685909927,423.90667724609375,81154200
2023-10-13,425.421777892383,426.63390960644494,420.2116668925535,421.79522705078125,95143100
2023-10-16,424.06305214240336,427.3083898752736,423.8186748401911,426.2331237792969,75433200
2023-10-17,423.0757354558678,428.2858759632453,422.7238464786613,426.2135314941406,75324700
2023-10-18,424.4247382272408,425.3924628264014,419.4394351496232,420.53424072265625,93559800
2023-10-19,421.257593993877,423.0855313915635,416.15499486963773,416.8392333984375,121323000
2023-10-20,416.3993486036533,416.9467513282041,411.60953001701756,411.7170715332031,123919900
2023-10-23,410.17268164773196,414.9038531256732,408.4033921210248,411.0035705566406,92035100
2023-10-24,413.1442641159414,415.26547224008635,411.2772179339079,414.10223388671875,78564200
2023-10-25,412.4013823638362,412.4307064474165,407.64088736705776,408.1589660644531,94223200
2023-10-26,407.0837024187674,407.9438854230487,402.34277701715826,403.2713928222656,115156800
2023-10-27,404.8745483717502,405.27533073382756,400.00654169102114,401.4434814453125,107367700
2023-10-30,404.25869952338684,407.3085234329511,402.9488407843413,406.2430419921875,86562700
2023-10-31,406.8197848189247,409.11693747926455,404.8940904395608,408.79437255859375,79665200
2023-11-01,409.77187916766434,413.9751569038601,409.23423119503474,413.154052734375,98068100
2023-11-02,416.9858880255394,421.2283044757911,416.96634857952904,421.0718994140625,94938900
2023-11-03,423.39838572539827,426.47753400473437,423.27130474544333,424.91351318359375,100167800
2023-11-06,425.67593799092367,426.3406370959797,423.92618814768423,425.8909912109375,67831700
2023-11-07,425.8909865146741,427.74824803183367,424.73753281605235,427.10308837890625,64256100
2023-11-08,427.7091649178737,428.2370282711835,425.089447259724,427.4159240722656,61746000
2023-11-09,428.5693749791291,428.60848370202086,423.6525046258201,424.0826110839844,83174400
2023-11-10,426.17447481256386,431.0131274885478,424.072806152516,430.7003173828125,89462200
2023-11-13,429.35133350177574,431.40407875048663,428.5595535158534,430.28973388671875,52236100
2023-11-14,436.2818946614164,439.9377693672147,436.0570568157868,438.6376953125,97176900
2023-11-15,439.98666702600025,441.22812284523997,438.7061323158723,439.56634521484375,77327600
2023-11-16,439.11671000982096,440.42656883560966,438.0414438599302,440.10400390625,66665800
2023-11-17,440.11371924516214,441.2672027377204,439.185103432199,440.6513671875,83133200
2023-11-20,440.39724520370754,444.89379376073475,440.38746056512997,444.0433654785156,69936200
2023-11-21,442.98755876819536,443.9162043288873,441.79499649451145,443.0755310058594,49244600
2023-11-22,444.7471759906997,446.1156829950313,443.68169447192673,444.7862548828125,59394900
2023-11-24,444.8351589966796,445.25548083116666,444.50280941839566,445.0599670410156,29737400
2023-11-27,444.4245521926465,445.2456563416009,443.8673647886803,444.2583923339844,50506000
2023-11-28,443.867383882385,446.008131510795,443.30044164724757,444.6982727050781,62115000
2023-11-29,446.8683186984809,448.01201757256354,443.9846844966707,444.38543701171875,63146000
2023-11-30,445.23590111265923,446.48711169529105,443.14401710587686,446.13519287109375,79752700
2023-12-01,445.5193527894594,449.3120932196739,444.92308650253847,448.77447509765625,89183400
2023-12-04,445.3531587810642,448.7939801267892,444.1214877501192,446.41864013671875,72430900
2023-12-05,445.0208602097659,447.29844358283805,444.63961729227043,446.3307189941406,69793500
2023-12-06,448.49106649776013,448.5203905852737,444.0922743834227,444.53216552734375,69124700
2023-12-07,446.633752902186,448.5789867545726,446.02770194302326,447.924072265625,66995400
2023-12-08,447.1713663732682,450.38738010975453,446.92698906447293,449.8497619628906,83194400
2023-12-11,449.351227969924,451.7754616408042,449.1361747424168,451.5994873046875,65002200
2023-12-12,451.2475689468702,453.75977470681374,450.2407356815716,453.6620178222656,68327600
2023-12-13,454.04325082622603,460.17225276505405,453.6815771856103,459.9180908203125,93278000
2023-12-14,461.87310449126466,463.0754515660027,458.6961995397374,461.3941345214844,119026000
2023-12-15,460.7914691104517,461.9790722841804,458.7696383555202,460.6344299316406,141553700
2023-12-18,462.2539072749284,464.21685218338376,461.1841058940797,463.2255554199219,70375300
2023-12-19,463.7751898828678,466.120923487645,463.6966852634015,466.0423889160156,55761800
2023-12-20,465.17869531825653,467.0827543546259,459.1524697744098,459.5843200683594,102921000
2023-12-21,462.5974351086996,464.2168887474615,460.15357808987403,463.94207763671875,86667500
2023-12-22,465.08052099400504,466.57237828807547,462.9605668589321,464.8744201660156,67160400
2023-12-26,465.28665851095707,467.75013402978874,465.208123940573,466.8373718261719,55387000
2023-12-27,466.6312747852937,467.82867239999376,466.0914769062102,467.68145751953125,68000300
2023-12-28,468.04457541887774,468.7021451712498,467.4360673069532,467.85809326171875,77158100
2023-12-29,467.6618229910359,468.1918265288325,464.5309233128284,466.5036926269531,122283100
